# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Fri Jan 03 16:02:01 AEDT 2020 [seed=1578027717651]
# -overwrite BMtest_sigma1_1corr0_0D1.29N7.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	clock.rate	meanRate	LOCATIONS.precision.col11	LOCATIONS.precision.col12	LOCATIONS.precision.col21	LOCATIONS.precision.col22	correlation	LOCATIONS.varCovar.LOCATIONS.precision.col11	LOCATIONS.varCovar.LOCATIONS.precision.col12	LOCATIONS.varCovar.LOCATIONS.precision.col21	LOCATIONS.varCovar.LOCATIONS.precision.col22	LOCATIONS.diffusionRate	LOCATIONS.lambda	treeLikelihood	branchRates	LOCATIONS.traitLikelihood	coalescent
10000	-15568.858403773764	-41.47663055238016	-15527.381773221383	3.4242082163656047	3.4242082163656047	22.808503786649496	37.10212349747046	1.4510839611011215	0.011092764838004612	0.011092764838004608	0.15350829014114917	0.05021165271834947	0.05021165271834947	0.05571823019567666	-0.5429251282846882	9.237106854858297	-8.324212737726523	-8.324212737726521	25.448986340029332	0.5991673948504969	0.232992691331107	-15454.770788237358	0.0	-72.61098498402555	-37.33458462671862
11000	-15568.558455703365	-40.95991178546811	-15527.598543917897	3.2968410907365824	3.2968410907365824	22.913028449564553	79.83722118179283	1.7765094724547699	0.0114208443563256	0.011420844356325606	0.21347499049654223	0.03703364026819181	0.03703364026819181	0.030495853185686372	-0.45898924377059686	5.934648579290511	-7.206935292656043	-7.206935292656044	41.54332201661422	0.7504194065772559	0.38827840779604095	-15453.574325044632	0.0	-74.02421887326523	-36.39139739406529
12000	-15571.40391015441	-42.469719883148336	-15528.93419027126	3.414076326909538	3.414076326909538	23.47776702594041	165.74011005436626	2.0451018382007926	0.010982725766123618	0.01098272576612362	0.1773541280984631	0.03740686593624719	0.03740686593624719	0.04041490490226095	-0.4418347723177981	7.0061660453985315	-6.484704457949829	-6.48470445794983	30.745401314186935	0.8990298128802187	0.5065995512607715	-15455.986249660653	0.0	-72.94794061060679	-36.81548325554799
13000	-15565.70684725958	-41.69154288490408	-15524.015304374676	3.4153449200372075	3.4153449200372075	23.790926322348287	115.02839263782204	2.033398103212363	0.010717026122618573	0.010717026122618573	0.08642055646430169	0.023629215289157963	0.023629215289157963	0.040222313974498214	-0.4007811103512188	13.78564750288529	-8.098590074968037	-8.098590074968037	29.619462698625618	0.6486980401084236	0.2887730430220089	-15450.973348163709	0.0	-73.04195621096704	-36.76784005193562
14000	-15570.275970420567	-41.97226958017071	-15528.303700840397	3.4353801163850344	3.4353801163850344	23.50241788866029	99.00144876263485	1.9761646328086535	0.010912044148361524	0.010912044148361525	0.18843437295013574	0.05054595788161777	0.05054595788161777	0.07202635411664478	-0.4338710289741123	6.5375406632930115	-4.587852030952768	-4.587852030952769	17.103425414655973	0.6828860432988906	0.3939034335052404	-15452.66115606167	0.0	-75.64254477872697	-36.66872598197382
15000	-15574.535630264278	-39.91505823547497	-15534.620572028804	3.2628304442257265	3.2628304442257265	22.35276465867467	150.4423565245	2.236310718672126	0.011051981595742262	0.01105198159574226	0.06966531108081783	0.017933452173031904	0.017933452173031904	0.05031905273546884	-0.30289310001821745	15.80429959235853	-5.632571271916026	-5.632571271916026	21.880607596176382	0.7669447263045885	0.4048578900171662	-15459.497544159165	0.0	-75.12302786963903	-34.51504264973052
16000	-15574.7656516868	-39.92296856403816	-15534.84268312276	3.269246975122985	3.269246975122985	21.85780831158597	102.78077001639946	2.0379517240582254	0.012003672110404737	0.012003672110404732	0.17725439413165212	0.01422274974693864	0.01422274974693864	0.019825484431677462	-0.23992370508060684	5.986194709694874	-4.294480146795301	-4.294480146795301	53.52097801583386	0.7977096179602066	0.3298359198412748	-15459.442544949723	0.0	-75.40013817303692	-34.985627436286485
17000	-15566.374140061262	-40.79489630937945	-15525.579243751883	3.2931607133590175	3.2931607133590175	22.55175233013239	96.18368611700711	1.9363580811959384	0.011279474896375496	0.011279474896375498	0.12618557094910376	0.015244404845451394	0.015244404845451394	0.0340154115421495	-0.23268466402847823	8.37846445744362	-3.754906919595206	-3.754906919595206	31.081244450893593	0.6202910590281563	0.15500705586587699	-15452.81950415032	0.0	-72.75973960156342	-35.473165017372104
18000	-15564.049296184541	-40.50701986572393	-15523.542276318818	3.370600664114567	3.370600664114567	22.407661407501703	134.01678979323762	2.1063798425539115	0.01140456949890071	0.01140456949890071	0.13738297981413247	0.04436951331229034	0.04436951331229034	0.04559145748555915	-0.560630164311621	10.615411488347137	-10.330896780319977	-10.330896780319975	31.987941220879758	0.8531002782835964	0.587240785246487	-15450.976741975297	0.0	-72.56553434352142	-35.20301980609945
19000	-15571.96323255807	-40.28373067847572	-15531.679501879595	3.436176994175104	3.436176994175104	23.407342390422993	91.27210692424163	1.8383486025687423	0.011110673153943	0.011110673153943002	0.10280453880104987	0.012596214313984052	0.012596214313984052	0.02611250771284554	-0.24311379684446427	10.338231086174805	-4.986980791771657	-4.986980791771658	40.70145581268878	0.8494274006176399	0.4673564356851066	-15458.060728659448	0.0	-73.61877322014752	-36.024662422337784
20000	-15565.115729519304	-40.72413183600297	-15524.391597683301	3.3887171249126573	3.3887171249126573	23.333122941018054	58.80995860680584	1.7565515113485515	0.010439514043965151	0.010439514043965144	0.08401737439723156	0.03133693088063047	0.03133693088063047	0.0339616000645397	-0.5866483253872307	18.148072914398178	-16.745527462027297	-16.745527462027294	44.89639574518423	0.7642514842327315	0.33104758202182955	-15450.762977124246	0.0	-73.62862055905487	-36.95598237431731
21000	-15568.028983864511	-39.50291245150991	-15528.526071413002	3.2919080478583114	3.2919080478583114	22.53718233855349	82.83217176681393	1.7984102231113908	0.011068768908207228	0.011068768908207231	0.10753857290139635	0.04608063859456882	0.04608063859456882	0.043333789699283864	-0.6750299137708458	17.083221743851517	-18.16609561896477	-18.166095618964775	42.39429091340829	0.9098543610313946	0.4767081691128006	-15455.10410346241	0.0	-73.42196795059077	-35.350728434906586
22000	-15566.931495801511	-39.30227800429717	-15527.629217797214	3.222446333437776	3.222446333437776	22.36374310475361	75.21137276965916	1.8045898775342835	0.011103937727584131	0.01110393772758413	0.13217772311856207	0.01816042053677892	0.01816042053677892	0.024083997123745694	-0.32187147083759543	8.439961941014083	-6.364112127056534	-6.364112127056533	46.3201746304253	0.8133582830883223	0.31097070517183056	-15454.607579197667	0.0	-73.02163859954547	-35.002183781916
23000	-15566.468695908556	-41.942747117995864	-15524.52594879056	3.390839665234182	3.390839665234182	23.524334534911407	139.32443013762827	1.9424234629259371	0.011158356267849315	0.011158356267849315	0.15470218836674113	0.04053991303806979	0.04053991303806979	0.0316157583756352	-0.5796726129287167	9.735287153326016	-12.483258820089757	-12.483258820089759	47.6366946224771	0.6797217852694856	0.31053209919120567	-15452.087993587962	0.0	-72.43795520259793	-36.79190662315402
24000	-15565.664413965738	-40.613560919624554	-15525.050853046114	3.3636189878642586	3.3636189878642586	22.873163971832223	83.68200400896464	1.8093281248819102	0.010909915697047546	0.010909915697047546	0.10479340644368221	0.011085314481953651	0.011085314481953651	0.032340233677602685	-0.19041864151071283	9.901610158003635	-3.39399101358978	-3.39399101358978	32.08459988503967	0.6279157697281078	0.22640522923869444	-15451.827148633942	0.0	-73.22370441217203	-35.98331269473141
